"Recip_County","Recip_State","Lat","Long"
"Putnam County","NY",41.427907,-73.743861
"Queens County","NY",40.654658,-73.841209
"Rensselaer County","NY",42.710421,-73.513845
"Richmond County","NY",40.561263,-74.1399
"Rockland County","NY",41.154628,-74.024662
"St. Lawrence County","NY",44.488112,-75.074311
"Saratoga County","NY",43.106135,-73.855387
"Schenectady County","NY",42.817552,-74.043559
"Schoharie County","NY",42.591294,-74.438172
"Schuyler County","NY",42.419776,-76.938603
"Seneca County","NY",42.782294,-76.827088
"Steuben County","NY",42.266725,-77.385525
"Suffolk County","NY",40.943554,-72.692218
"Sullivan County","NY",41.719993,-74.771577
"Tioga County","NY",42.178057,-76.297456
"Tompkins County","NY",42.453006,-76.473483
"Ulster County","NY",41.947212,-74.265458
"Warren County","NY",43.555105,-73.838139
"Washington County","NY",43.312377,-73.439428
"Wayne County","NY",43.218114,-77.049402
"Westchester County","NY",41.152686,-73.745753
"Wyoming County","NY",42.701363,-78.228567
"Yates County","NY",42.638237,-77.104324
"Alamance County","NC",36.043954,-79.400573
"Alexander County","NC",35.920951,-81.177467
"Alleghany County","NC",36.489356,-81.132299
"Anson County","NC",34.974972,-80.109763
"Ashe County","NC",36.443469,-81.499334
"Avery County","NC",36.07209,-81.920285
"Beaufort County","NC",35.482313,-76.842014
"Bertie County","NC",36.059043,-76.962364
"Bladen County","NC",34.591938,-78.539489
"Brunswick County","NC",34.038754,-78.227765
"Buncombe County","NC",35.609371,-82.530423
"Burke County","NC",35.746182,-81.70618
"Cabarrus County","NC",35.388346,-80.552728
"Caldwell County","NC",35.966396,-81.51254
"Camden County","NC",36.342344,-76.162488
"Carteret County","NC",34.858343,-76.53586
"Caswell County","NC",36.394298,-79.339609
"Catawba County","NC",35.661883,-81.214906
"Chatham County","NC",35.704994,-79.251454
"Cherokee County","NC",35.13715,-84.061449
"Chowan County","NC",36.128979,-76.602752
"Clay County","NC",35.052997,-83.752264
"Cleveland County","NC",35.33463,-81.557114
"Columbus County","NC",34.261602,-78.639308
"Craven County","NC",35.116829,-77.08132
"Cumberland County","NC",35.050192,-78.828719
"Currituck County","NC",36.372174,-75.941224
"Dare County","NC",35.606269,-75.767536
"Davidson County","NC",35.795131,-80.207107
"Davie County","NC",35.929355,-80.542552
"Duplin County","NC",34.934403,-77.933543
"Durham County","NC",36.033828,-78.878125
"Edgecombe County","NC",35.917077,-77.602742
"Forsyth County","NC",36.132466,-80.256961
"Franklin County","NC",36.088241,-78.28309
"Gaston County","NC",35.293344,-81.177256
"Gates County","NC",36.442135,-76.702355
"Graham County","NC",35.348364,-83.830915
"Granville County","NC",36.299884,-78.657634
"Greene County","NC",35.481959,-77.681688
"Guilford County","NC",36.079065,-79.788665
"Halifax County","NC",36.251438,-77.644842
"Harnett County","NC",35.368635,-78.87161
"Haywood County","NC",35.558882,-82.981307
"Henderson County","NC",35.336415,-82.479741
"Hertford County","NC",36.363517,-76.981616
"Hoke County","NC",35.017233,-79.241964
"Hyde County","NC",35.408157,-76.153687
"Iredell County","NC",35.806251,-80.874524
"Jackson County","NC",35.285454,-83.123966
"Johnston County","NC",35.513419,-78.367348
"Jones County","NC",35.032268,-77.356195
"Lee County","NC",35.476336,-79.172117
"Lenoir County","NC",35.240066,-77.635514
"Lincoln County","NC",35.488491,-81.226893
"McDowell County","NC",35.682271,-82.048044
"Macon County","NC",35.152959,-83.421901
"Madison County","NC",35.864206,-82.712631
"Martin County","NC",35.847301,-77.119602
"Mecklenburg County","NC",35.246862,-80.833832
"Mitchell County","NC",36.013102,-82.163554
"Montgomery County","NC",35.327548,-79.910752
